AQI,PM25,PM10,O3,NO2,SO2,CO,Temperature,Humidity,Area,Risk_Zone
191.121180822371,133.54800120086,247.968839806996,76.6273802323729,40.5372528811923,19.2995034743929,1.93923748504856,27.0978254423097,61.5847198423068,KEraniganj,High Risk
191.121314398973,133.548254729251,213.922578146879,31.6646161364337,29.1662773313349,35.3857480007213,1.18151942646515,20.4628358896634,74.8199493802965,KEraniganj,High Risk
191.121419412273,133.548454044494,230.191388412973,17.1031140757054,20.4503842805749,36.6043778484408,1.42788925045206,17.8210335182436,64.4808119295436,KEraniganj,High Risk
191.121650334064,133.548892334054,215.098620388568,47.9534248341751,43.3201896197528,14.4794109738538,1.8117321462906,32.8283928894082,74.0667330276386,KEraniganj,High Risk
191.123330123152,133.552080573744,251.843523501173,48.998096142774,46.9690081969868,20.0097209044356,2.06934536155112,23.1700554768149,67.8716493827655,KEraniganj,High Risk
191.123476794908,133.552358956736,273.834064915279,43.388140813635,22.6521558001364,15.9202943164701,1.25403312272655,18.696685940803,74.593883031494,KEraniganj,High Risk
191.123783686348,133.552941436688,236.51543673792,43.8932447070511,36.4300447260321,29.2819165477796,1.50636484320443,21.913888130226,67.954767106741,KEraniganj,High Risk
191.124237339044,133.553802469507,249.214388138416,35.2124351120843,30.160001489209,21.7343488077405,1.70797089399841,27.6186708456675,91.1654719061761,KEraniganj,High Risk
191.125111575746,133.555461770767,260.947567664411,44.0091288652373,35.5676758409421,23.6082678430896,2.04398907415646,24.3656807060785,82.6381477615802,KEraniganj,High Risk
191.125146557132,133.555528165437,240.323057142407,58.0166942568349,52.6564401936199,29.1698327418641,2.05024885485787,23.5228173920194,74.7359592604494,KEraniganj,High Risk
191.126151291308,133.557435150904,222.012221066635,44.7912040611138,50.0239701592782,29.4776445236402,1.75365899472307,19.8467771131042,70.0638208790156,KEraniganj,High Risk
191.126811133961,133.558687532259,225.826982411967,40.6282869452448,32.8373674969446,35.7710961958024,1.12960305513296,20.9907891665024,63.1929939824652,KEraniganj,High Risk
191.1272093737,133.559443391283,219.70888269256,43.7972885985961,36.7165190622463,18.9173003614911,1.53480932576732,30.6627355895807,87.6197291801708,KEraniganj,High Risk
191.127257876124,133.559535448883,207.953285862611,43.7598957398175,31.1185269282124,21.3322872858009,1.00435135961234,17.2862705832726,68.895237746953,KEraniganj,High Risk
191.127970544916,133.56088809425,173.866229692051,75.1695806379473,54.798457274607266,17.164167745379,2.52222391644911,27.1187578946358,73.7349785662722,KEraniganj,High Risk
191.128405057539,133.56171279921,217.957975776951,62.4161741781428,54.798457274607266,10.6034878412776,3.07662207799165,28.2922549707105,86.395659750161,KEraniganj,High Risk
191.129002386391,133.562846529371,215.20539838253,43.9613358235085,54.798457274607266,25.751886500992,1.97759703535221,26.3301414859604,72.6853070360923,KEraniganj,High Risk
191.129372934898,133.563549830437,213.685401418433,60.4945334811535,53.3827957832132,20.2350649096518,2.04415020685173,29.0504331168921,73.0339355280789,KEraniganj,High Risk
191.129465728912,133.563725953476,224.267232696621,30.4474889991795,38.6165673521822,36.73535729179507,1.40133512446518,15.8829116722829,77.8009188366851,KEraniganj,High Risk
191.130359262477,133.565421880182,198.996491956206,43.2745404617754,47.3944880786968,23.6145169482656,1.86668998624213,27.4787150935805,84.8239053018789,KEraniganj,High Risk
191.131225743729,133.567066461599,235.526245380565,58.3348248273959,41.3958586009315,23.9764219575762,1.85835785076555,30.9491228043794,86.7832714312041,KEraniganj,High Risk
191.131516940443,133.567619152962,208.773544808619,72.2346980615861,31.5890360369249,24.5745246782903,1.93576070782208,23.630906617116,72.2353293045034,KEraniganj,High Risk
191.131517063826,133.567619387142,229.476351207582,57.5571648312078,42.9235453183192,14.418435979011,1.86662721618943,33.5733655670079,83.7424251227604,KEraniganj,High Risk
191.133269371954,133.570945267969,212.989449000291,56.2613825687539,26.4504677621669,17.7436287703093,1.78771198963361,34.8732591968856,67.6374422199252,KEraniganj,High Risk
191.133354584045,133.571107000518,213.646045873108,55.3388352069973,30.8206995085312,17.2355636824357,2.15564054913087,28.8358849444054,69.0784498114313,KEraniganj,High Risk
191.133417691811,133.571226779058,222.453830379416,30.9550432086693,45.9872247548399,32.6703062256725,2.2097207938988,22.7725069920158,90.9048849632752,KEraniganj,High Risk
191.133699461245,133.571761577443,207.548133785126,36.5130592401423,32.1631088678206,17.1131269339553,1.56066560665694,25.2569960755225,77.8816525804031,KEraniganj,High Risk
191.133730248483,133.571820011621,203.110069123208,38.8563759694521,31.7868082388259,33.7510204993381,1.72544299198371,18.0746082940611,64.9448172225411,KEraniganj,High Risk
191.135166075413,133.574545211134,198.75275500887,33.150465542101,31.5229450664078,28.4190132083321,1.7667810933101,21.1558279746854,57.6431970091144,KEraniganj,High Risk
191.136569703902,133.577209298007,235.688908443704,41.5358066719049,26.0010991281624,29.7200140589666,1.34132923630562,23.4437696287692,54.3436212889952,KEraniganj,High Risk
191.136666365202,133.577392761154,229.177192017017,65.2954184973584,35.4346443186633,28.5043673842226,1.64017706322064,32.132034505634,73.1514174980488,KEraniganj,High Risk
191.137859003341,133.579656388341,202.712033214671,70.6713114910402,49.1232995593535,27.0693342148738,2.36370158998531,25.1279586989335,67.8847265134899,KEraniganj,High Risk
191.138286684125,133.580468126469,222.460629491069,65.5542473594016,49.578722251752,30.1116216459913,1.23801258118484,22.6660365484551,60.8052452251449,KEraniganj,High Risk
191.138460144913,133.580797355044,244.454480095893,73.0370171817779,27.1781798188591,17.104936802538,1.70008448109204,24.7797534410144,70.2172320154832,KEraniganj,High Risk
191.138508071269,133.580888319269,211.088173861378,42.1635723702041,39.5345576289138,28.2087135836888,2.22054094357528,27.2975097778656,71.4859566111877,KEraniganj,High Risk
191.138870705363,133.581576598779,211.973947922652,14.979560675572959,25.655989019161,36.73535729179507,1.1375340118627,17.0624792636847,64.8894222076471,KEraniganj,High Risk
191.138993406359,133.58180948527,250.97403353404,69.0480076435288,44.3369103738897,27.2958232826435,1.80378978898935,31.2944346853772,48.8886069967765,KEraniganj,High Risk
191.140057563801,133.583829256094,200.819455169019,52.2447525511885,16.8400921777096,20.6955437075573,1.33141945089557,22.0143559124938,69.0069241192274,KEraniganj,High Risk
191.140837226617,133.585309056119,252.829908136721,52.7887949441609,29.2319255080833,26.9856350873665,1.80394345400067,23.8788674563409,77.5112599247417,KEraniganj,High Risk
191.141332012128,133.586248159019,211.009034885565,53.0451296801213,36.7731536640389,15.5691118530754,2.10650407373721,28.9931259554617,75.9115142372612,KEraniganj,High Risk
191.141555970975,133.586673232911,218.583593641092,25.9929317920415,23.9122444856318,36.73535729179507,1.15101833141671,16.4498932284097,50.1522018110948,KEraniganj,High Risk
191.141943226928,133.587408244711,228.381181769059,22.0794051675791,37.9505930268849,33.6388649160305,1.65438468728372,27.2850946783346,82.8676857214426,KEraniganj,High Risk
191.141960137158,133.587440340326,239.349658153547,60.025554609925,27.5358551498549,29.8282332781417,1.74892558632627,21.3740850592855,67.016708325464,KEraniganj,High Risk
191.14226093663,133.588011257725,211.814383599091,76.6468763586652,48.8247421457513,24.2206022783627,1.4828407610721,34.5931558150173,70.8072139594378,KEraniganj,High Risk
191.142590251276,133.588636296923,254.816162662429,41.3943617962999,33.6229658209205,17.3505641017094,1.95099525270321,35.0067814043895,80.8760486150414,KEraniganj,High Risk
191.143616059512,133.590583280955,215.741948220094,51.0616677064194,28.9797846840741,24.6237583390126,1.79206059317051,22.8515369874203,74.5038616705046,KEraniganj,High Risk
191.143683668133,133.590711602117,248.131739774881,35.0469766895459,54.798457274607266,33.6184004702273,1.68809794565059,31.8570313409238,79.9628567641817,KEraniganj,High Risk
191.143753394781,133.590843943295,230.796962043787,26.0426085145556,26.9054076953671,33.7072833071899,1.73178480450482,18.619783408507,65.9114655096946,KEraniganj,High Risk
191.144185182456,133.591663476302,184.959479575155,37.0018610945661,38.4937552566744,26.9376390962821,1.60071219105591,32.4867547606399,86.9571605070027,KEraniganj,High Risk
191.144204969546,133.591701032199,252.567148139105,58.7706218226776,29.1396820654372,21.8849363034927,1.29787048373928,28.3698828723853,69.2556801691725,KEraniganj,High Risk
191.144348398128,133.591973259648,270.715403183529,64.7156135597921,53.6379042386746,19.5481519540897,2.17547724435718,31.0836070467459,81.5619125297457,KEraniganj,High Risk
191.145811050106,133.594749373102,238.952098001241,35.3644822805999,40.6910075181166,20.9653785736378,1.60738310706854,23.3821994089913,89.5391711426445,KEraniganj,High Risk
191.145874208564,133.594869247855,224.865132828718,65.5045424655519,38.1903111063063,30.3963789529456,1.86556166658833,27.8904567185178,69.1600296659819,KEraniganj,High Risk
191.14633235025,133.595738800775,258.070287589679,31.4658872479569,36.9982073118052,25.6215583353841,1.65153402387908,24.45346885896,48.7252494697221,KEraniganj,High Risk
191.147499235093,133.597953548207,220.752543872502,73.9001078380011,49.559672831838,23.438575025899,2.9093537033574,34.0779944762887,69.6825323907019,KEraniganj,High Risk
191.14766776366,133.598273415428,213.222891957983,43.6172010600308,36.8926970980413,33.2742695264245,1.50251399359042,27.5407893091179,73.7016211805529,KEraniganj,High Risk
191.14865690218,133.600150800338,201.474784724679,54.1998269541168,42.3274546559082,20.7713158448812,1.24633931251588,28.3062757271383,75.0735133453562,KEraniganj,High Risk
191.148693480013,133.600220225065,198.241739486516,21.6449173807785,12.4161377688393,29.5557078813213,1.81438091225291,18.1472867330811,82.7828813572812,KEraniganj,High Risk
191.149208564464,133.601197855354,233.672713755345,47.8247927881399,54.798457274607266,30.312708988004,2.63335191750431,32.3580035940262,69.0199003117251,KEraniganj,High Risk
191.149255875606,133.601287651901,219.731762777901,39.5697353423324,15.4104352290521,30.1410725892741,1.59032205290687,22.2023028411754,61.1056685025889,KEraniganj,High Risk
191.149682459506,133.602097308142,234.836320222278,17.9030648043599,15.1874488559986,31.6757630562099,0.955380236513431,21.1579245275941,60.035097215832,KEraniganj,High Risk
191.150083558896,133.602858594786,211.901200902177,55.9193908875718,25.8339599995328,22.5158474598714,1.93864271870777,20.8506161357468,57.8688601397803,KEraniganj,High Risk
191.151585621364,133.60570950935,191.524549735055,44.1319841096143,39.2684814433196,28.1993504770628,1.81726908693138,20.6298370361873,61.9246873432954,KEraniganj,High Risk
